Order ID;Order Date;Order Quantity;Customer ID;Customer Name;Customer City;Latitude;Longitude;Customer Country;Customer Loyalty Card;Product ID;Product Coffee Type;Product Roast Type;Product Size (kg);Product Unit Price;Product Price per 100g;Product Profit;Total Profit
DHJ-87461-571;23/08/2020;2;94525-76037-JP;Ethel Ryles;Boise;43,6150186;-116,2023137;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;2,025
DHT-93810-053;16/09/2021;5;17005-82030-EA;Shirleen Welds;New Haven;41,308274;-72,9278835;United States;Yes;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;8,1675
DJG-14442-608;06/02/2019;3;75716-12782-SS;Gale Croysdale;Charleston;32,7833163;-79,9319664;United States;Yes;R-D-1;Robusta;Dark;1;8,95;0,895;0,537;1,611
DJH-05202-380;07/11/2019;2;85589-17020-CX;Donna Baskeyfied;Birmingham;54,7023545;-3,2765753;United Kingdom;Yes;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;6,9575
DKB-78053-329;08/06/2021;2;12444-05174-OO;Irv Hay;Sheffield;53,381129;-1,470085;United Kingdom;No;R-M-0.2;Robusta;Medium;0,2;2,985;1,4925;0,1791;0,3582
DKM-97676-850;02/06/2020;5;43439-94003-DW;Flynn Antony;Birmingham;54,7023545;-3,2765753;United Kingdom;No;E-D-0.5;Excelca;Dark;0,5;7,29;1,458;0,8019;4,0095
DLV-65840-759;31/05/2022;2;77192-72145-RG;Meade Birkin;Miami;25,7616798;-80,1917902;United States;Yes;L-M-1;Liberica;Medium;1;14,55;1,455;1,8915;3,783
DLX-01059-899;06/01/2020;5;74940-09646-MU;Gustaf Ciccotti;Houston;29,7604267;-95,3698028;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;3,585
DMY-96037-963;26/10/2020;3;42179-95059-DO;Maisie Sarvar;Lawrenceville;33,9562149;-83,9879625;United States;Yes;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;1,51515
DNZ-11665-950;28/02/2021;2;10637-45522-ID;Erny Stenyng;Springfield;37,208958;-93,292297;United States;No;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;9,4783
DOH-92927-530;24/02/2020;6;12839-56537-TQ;Clement Vasiliev;Garland;32,912624;-96,6388833;United States;Yes;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,7089
DSL-69915-544;10/03/2021;3;10142-55267-YO;Wilek Lightollers;New York City;40,7127753;-74,0059728;United States;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,6453
DSN-15872-519;02/12/2021;4;53809-98498-SN;Bo Kindley;Pasadena;34,1477849;-118,1445155;United States;Yes;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;18,9566
DTB-71371-705;03/07/2019;1;48544-90737-AZ;Chiarra Shalders;Clearwater;27,9655722;-82,7958948;United States;Yes;L-D-1;Liberica;Dark;1;12,95;1,295;1,6835;1,6835
DUV-12075-132;06/06/2022;5;62494-09113-RP;Marguerite Graves;Fort Smith;35,3843722;-94,4209646;United States;No;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;2,00475
DUV-12075-132;06/06/2022;2;62494-09113-RP;Marguerite Graves;Fort Smith;35,3843722;-94,4209646;United States;No;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;2,0202
DWB-61381-370;09/04/2021;2;11812-00461-KH;Benedetto Gozzett;Dallas;32,7766642;-96,7969879;United States;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;1,2363
DWW-28642-549;01/03/2021;2;91181-19412-RQ;Emmaline Rasmus;Boston;42,3600825;-71,0588801;United States;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;0,8019
DWY-56352-412;19/02/2021;1;55427-08059-DF;Zeke Walisiak;Booterstown;53,3088177;-6,1966947;Ireland;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,1611
DWZ-69106-473;15/05/2019;4;76447-50326-IC;Karry Flanders;Crumlin;53,3143906;-6,3235643;Ireland;Yes;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;18,9566
DXA-50313-073;30/08/2019;2;19755-55847-VW;Peyter Matignon;Kirkton;55,4167604;-2,7284814;United Kingdom;Yes;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;3,267
DXQ-44537-297;06/08/2020;4;96116-24737-LV;Marjorie Yoxen;Los Angeles;34,0549076;-118,242643;United States;No;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;3,9204
DXY-76225-633;29/07/2021;1;88574-37083-WX;Merrile Cobbledick;Tucson;32,2539787;-110,9741769;United States;No;A-M-0.5;Arabika;Medium;0,5;6,75;1,35;0,6075;0,6075
DYG-25473-881;08/02/2020;2;10138-31681-SD;Roxine Drivers;Shawnee Mission;38,8995248;-94,639296;United States;No;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;0,5373
DYP-74337-787;23/10/2019;1;41486-52502-QQ;Gunilla Lynch;Sacramento;38,5815719;-121,4943996;United States;No;R-M-0.5;Robusta;Medium;0,5;5,97;1,194;0,3582;0,3582
DZI-35365-596;02/11/2021;2;54798-14109-HC;Odelia Skerme;Oklahoma City;35,4675602;-97,5164276;United States;Yes;E-M-0.2;Excelca;Medium;0,2;4,125;2,0625;0,45375;0,9075
EAI-25194-209;24/09/2021;5;44601-51441-BH;Dorey Sopper;Saint Paul;44,9497487;-93,0931028;United States;No;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;13,40325
EAY-89850-211;19/02/2019;2;43155-71724-XP;Herbie Peppard;Pasadena;34,1477849;-118,1445155;United States;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;0,5373
EBA-82404-343;26/01/2021;4;20236-42322-CM;Leta Clarricoates;Wilmington;34,2103894;-77,8868117;United States;Yes;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;2,0202
EEG-74197-843;17/07/2022;4;25729-68859-UA;Rozele Relton;Pensacola;30,421309;-87,2169149;United States;No;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;6,534
EEJ-16185-108;09/02/2019;5;65552-60476-KY;Nona Linklater;Naples;26,1421976;-81,7942944;United States;Yes;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,09075
EFB-72860-209;17/10/2019;4;53035-99701-WG;Byram Mergue;Canton;40,7989473;-81,378447;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;1,215
EFC-39577-424;08/08/2021;5;16046-34805-ZF;Auguste Rizon;Little Rock;34,7444618;-92,2880157;United States;Yes;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;7,5625
EGK-03027-418;06/06/2021;3;19820-29285-FD;Barrie Fallowes;Bakersfield;35,3732921;-119,0187125;United States;No;E-M-0.2;Excelca;Medium;0,2;4,125;2,0625;0,45375;1,36125
EHE-94714-312;28/06/2021;5;27132-68907-RC;Ailey Brash;Flushing;40,7647238;-73,8306716;United States;Yes;E-L-0.2;Excelca;Light;0,2;4,455;2,2275;0,49005;2,45025
EHJ-05910-257;07/02/2021;6;06812-11924-IK;Mina Elstone;Racine;42,7261309;-87,7828523;United States;Yes;R-D-1;Robusta;Dark;1;8,95;0,895;0,537;3,222
EHJ-82097-549;13/01/2021;2;27517-43747-YD;Melodie OIlier;Glasnevin;53,3788903;-6,2668995;Ireland;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,3222
EHX-66333-637;09/09/2020;2;01297-94364-XH;Deana Staite;Houston;29,7604267;-95,3698028;United States;No;L-M-0.5;Liberica;Medium;0,5;8,73;1,746;1,1349;2,2698
EIL-44855-309;15/03/2021;5;59741-90220-OW;Sherman Mewrcik;Clearwater;27,9655722;-82,7958948;United States;Yes;R-D-0.5;Robusta;Dark;0,5;5,37;1,074;0,3222;1,611
EIP-19142-462;06/09/2021;6;60973-72562-DQ;Anson Iddison;Santa Ana;33,7454725;-117,867653;United States;No;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;9,801
EIP-19142-462;06/09/2021;1;60973-72562-DQ;Anson Iddison;Santa Ana;33,7454725;-117,867653;United States;No;A-L-0.2;Arabika;Light;0,2;3,885;1,9425;0,34965;0,34965
EJA-79176-833;22/03/2020;6;91509-62250-GN;Dalia Eburah;Birmingham;54,7023545;-3,2765753;United Kingdom;No;R-M-2.5;Robusta;Medium;2,5;22,885;0,9154;1,3731;8,2386
ELB-07929-407;02/01/2022;2;54004-04664-AA;Tess Bennison;West Palm Beach;26,7153424;-80,0533746;United States;Yes;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;4,6575
ELJ-87741-745;20/02/2020;4;48389-71976-JB;Devon Magowan;Cheyenne;41,1399814;-104,8202462;United States;No;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;6,534
EMA-63190-618;28/02/2022;1;90993-98984-JK;Uriah Lethbrig;Milwaukee;43,0389025;-87,9064736;United States;Yes;E-M-0.2;Excelca;Medium;0,2;4,125;2,0625;0,45375;0,45375
ENN-79947-323;18/11/2021;2;67847-82662-TE;Marty Scholl;San Francisco;37,7749295;-122,4194155;United States;No;L-M-0.5;Liberica;Medium;0,5;8,73;1,746;1,1349;2,2698
ENQ-42923-176;11/01/2021;3;56248-75861-JX;Leontine Rubrow;Washington;38,9071923;-77,0368707;United States;No;A-L-0.5;Arabika;Light;0,5;7,77;1,554;0,6993;2,0979
EOI-02511-919;20/03/2020;5;66776-88682-RG;Abrahan Mussen;Brooklyn;40,6781784;-73,9441579;United States;No;E-L-0.2;Excelca;Light;0,2;4,455;2,2275;0,49005;2,45025
EOI-02511-919;20/03/2020;5;66776-88682-RG;Abrahan Mussen;Brooklyn;40,6781784;-73,9441579;United States;No;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;2,6865
EOL-92666-762;11/01/2020;2;15776-91507-GT;Stan Barribal;Bagenalstown;52,7007292;-6,9570556;Ireland;Yes;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;1,2363
EPT-12715-397;09/09/2020;6;08478-75251-OG;Lenore Messenbird;Springfield;37,208958;-93,292297;United States;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;1,6119
EQE-31648-909;18/01/2019;5;19821-05175-WZ;Angie Rizzetti;Lansing;42,732535;-84,5555347;United States;Yes;E-D-0.5;Excelca;Dark;0,5;7,29;1,458;0,8019;4,0095
EQH-53569-934;13/10/2020;4;53667-91553-LT;Barnett Sillis;Miami;25,7616798;-80,1917902;United States;No;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;6,05
EQI-82205-066;20/09/2019;2;52316-30571-GD;Maxim McParland;Cedar Rapids;41,9778795;-91,6656232;United States;Yes;R-M-2.5;Robusta;Medium;2,5;22,885;0,9154;1,3731;2,7462
ERC-54560-934;30/05/2022;6;11932-85629-CU;Hadley Reuven;Grand Rapids;42,9633599;-85,6680863;United States;No;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;7,4106
ESR-54041-053;24/05/2022;6;59771-90302-OF;Cortney Gibbonson;Seattle;47,6061389;-122,3328481;United States;Yes;A-L-0.5;Arabika;Light;0,5;7,77;1,554;0,6993;4,1958
ESR-66651-814;20/05/2020;4;76624-72205-CK;Jasper Sisneros;Raleigh;35,7795897;-78,6381787;United States;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;1,0746
ETD-58130-674;05/11/2021;2;05325-97750-WP;Cody Verissimo;Upton;52,5907194;-0,3672758;United Kingdom;Yes;E-M-0.5;Excelca;Medium;0,5;8,25;1,65;0,9075;1,815
EUH-08089-954;06/12/2020;2;29050-93691-TS;Vicki Kirdsch;Saint Louis;38,6270025;-90,1994042;United States;No;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;0,5373
EUO-69145-988;30/08/2021;3;60370-41934-IF;Hamlen Pallister;Pensacola;30,421309;-87,2169149;United States;No;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;1,20285
EVP-43500-491;20/02/2019;4;49231-44455-IC;Selene Shales;Petaluma;38,232417;-122,6366524;United States;Yes;A-M-0.5;Arabika;Medium;0,5;6,75;1,35;0,6075;2,43
EXP-21628-670;02/03/2019;3;94447-35885-HK;Wallis Bernth;Pittsburgh;40,4406248;-79,9958864;United States;No;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;6,98625
EYE-70374-835;29/06/2021;5;89115-11966-VF;Beltran Mathon;Sacramento;38,5815719;-121,4943996;United States;No;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;1,0755
EYH-88288-452;14/04/2021;5;03010-30348-UA;Davida Caro;Baltimore;39,2903848;-76,6121893;United States;Yes;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;23,69575
EZB-68383-559;21/02/2019;6;90123-01967-KS;Becca Ableson;Portland;45,515232;-122,6783853;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;4,302
EZL-27919-704;21/01/2021;5;49480-85909-DG;Gabey Cogan;Hampton;37,0298687;-76,3452218;United States;No;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;6,1815
EZT-46571-659;02/01/2019;3;03396-68805-ZC;Guthrey Petracci;Los Angeles;34,0549076;-118,242643;United States;No;R-M-0.5;Robusta;Medium;0,5;5,97;1,194;0,3582;1,0746
FAA-43335-268;17/06/2021;1;21125-22134-PX;Jami Redholes;San Antonio;29,4251905;-98,4945922;United States;Yes;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;1,1655
FBD-56220-430;16/05/2022;6;59205-20324-NB;Maggy Harby;Pensacola;30,421309;-87,2169149;United States;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;1,2906
FBI-35855-418;16/09/2020;6;06552-04430-AG;Sky Farnish;Eaton;51,7261886;-1,3527496;United Kingdom;No;R-M-0.5;Robusta;Medium;0,5;5,97;1,194;0,3582;2,1492
FBZ-64200-586;12/07/2022;2;51738-61457-RS;Mathilda Matiasek;New York City;40,7127753;-74,0059728;United States;Yes;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;6,9575
FDO-25756-141;03/08/2021;3;57360-46846-NS;Dinah Crutcher;Lusk;53,5263264;-6,1658841;Ireland;Yes;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;8,04195
FDY-03414-903;12/08/2019;3;94840-49457-UD;Quinn Parsons;Los Angeles;34,0549076;-118,242643;United States;Yes;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;1,6119
FEK-14025-351;19/03/2021;6;03990-21586-MQ;Gardy Dimitriou;Rochester;43,1565779;-77,6088465;United States;Yes;E-L-0.2;Excelca;Light;0,2;4,455;2,2275;0,49005;2,9403
FEO-11834-332;11/02/2022;4;95399-57205-HI;Iorgo Kleinert;Vancouver;49,2827291;-123,1207375;United States;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;1,0746
FEP-36895-658;08/04/2019;6;44699-43836-UH;Yuma Skipsey;Charlton;51,4826053;0,0365359;United Kingdom;No;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;1,2906
FHD-89872-325;29/04/2019;4;31715-98714-OO;Killian Osler;Lansing;42,732535;-84,5555347;United States;Yes;L-L-1;Liberica;Light;1;15,85;1,585;2,0605;8,242
FHD-94983-982;21/01/2020;3;62839-56723-CH;Alexina Randals;Sacramento;38,5815719;-121,4943996;United States;Yes;R-M-0.5;Robusta;Medium;0,5;5,97;1,194;0,3582;1,0746
FJQ-60035-234;05/04/2021;2;08847-29858-HN;Rudiger Di Bartolomeo;Stockton;37,9577016;-121,2907796;United States;Yes;A-L-0.2;Arabika;Light;0,2;3,885;1,9425;0,34965;0,6993
FLI-11493-954;09/07/2022;4;80454-42225-FT;Jed Kennicott;Tampa;27,9516896;-82,4587527;United States;No;A-L-0.5;Arabika;Light;0,5;7,77;1,554;0,6993;2,7972
FLM-82229-989;24/01/2022;2;73017-69644-MS;Timoteo Glisane;Ballivor;53,5329521;-6,9680717;Ireland;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;1,2363
FLR-82914-153;09/09/2021;6;86100-33488-WP;Enriqueta Ixor;Round Rock;30,5082551;-97,678896;United States;No;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;13,9725
FMT-94584-786;08/10/2019;2;86504-96610-BH;Katerina Melloi;Rochester;43,1565779;-77,6088465;United States;No;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;2,331
FND-99527-640;19/07/2021;2;89574-96203-EP;Rhetta Elnaugh;San Diego;32,715738;-117,1610838;United States;Yes;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;1,9602
FOJ-02234-063;25/04/2022;1;59081-87231-VP;Denyse O'Calleran;Pompano Beach;26,2378597;-80,1247667;United States;Yes;E-D-2.5;Excelca;Dark;2,5;27,945;1,1178;3,07395;3,07395
FQK-28730-361;12/04/2022;6;22725-79522-GP;Donny Fries;Toledo;41,6528052;-83,5378674;United States;No;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;3,582
FRD-17347-990;20/05/2020;4;46681-78850-ZW;Tania Craggs;Whitegate;51,8267841;-8,2321121;Ireland;No;A-D-1;Arabika;Dark;1;9,95;0,995;0,8955;3,582
FSA-98650-921;28/02/2020;2;01841-48191-NL;Cam Jewster;Dayton;39,7589478;-84,1916069;United States;Yes;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;2,4726
FTC-35822-530;10/10/2020;4;14307-87663-KB;Tammie Drynan;Tampa;27,9516896;-82,4587527;United States;Yes;E-D-0.5;Excelca;Dark;0,5;7,29;1,458;0,8019;3,2076
FTV-77095-168;08/04/2021;6;66708-26678-QK;Adriana Lazarus;Ogden;41,223005;-111,9738304;United States;No;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;7,4178
FUO-99821-974;22/02/2020;3;31245-81098-PJ;Verne Dunkerley;Minneapolis;44,977753;-93,2650108;United States;No;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;4,5375
FUX-85791-078;16/10/2020;2;59122-08794-WT;Waylin Hollingdale;Dayton;39,7589478;-84,1916069;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;0,6075
FVH-29271-315;30/06/2022;3;74415-50873-FC;Corney Curme;Castleknock;53,3699012;-6,3619615;Ireland;Yes;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;1,6119
FVV-75700-005;20/11/2020;3;24891-77957-LU;Rochette Huscroft;Reno;39,529919;-119,8142691;United States;Yes;E-D-0.5;Excelca;Dark;0,5;7,29;1,458;0,8019;2,4057
FWD-85967-769;14/06/2019;3;20256-54689-LO;Brittani Thoresbie;Englewood;39,6477653;-104,9877597;United States;No;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;1,20285
FWE-98471-488;19/07/2022;5;27930-59250-JT;Allis Wilmore;Houston;29,7604267;-95,3698028;United States;No;L-L-1;Liberica;Light;1;15,85;1,585;2,0605;10,3025
FWU-44971-444;11/01/2019;3;12190-25421-WM;Marvin Malloy;Washington;38,9071923;-77,0368707;United States;No;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;6,17895
FYQ-78248-319;07/06/2022;5;25473-43727-BY;Llywellyn Oscroft;Philadelphia;39,9525839;-75,1652215;United States;No;R-M-2.5;Robusta;Medium;2,5;22,885;0,9154;1,3731;6,8655
FZQ-29439-457;23/02/2021;5;50449-80974-BZ;Theo Bowne;Watergrasshill;52,0113682;-8,3440414;Ireland;Yes;E-L-0.2;Excelca;Light;0,2;4,455;2,2275;0,49005;2,45025
GAZ-58626-277;04/01/2021;2;69533-84907-FA;Shirlene Edmondson;Newmarket on Fergus;52,7605328;-8,8957501;Ireland;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;1,2363
GCD-75444-320;04/05/2020;1;51277-93873-RP;Claudell Ayre;Daytona Beach;29,2108147;-81,0228331;United States;No;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;4,35045
GEJ-39834-935;25/12/2021;6;49412-86877-VY;Pippo Witherington;Detroit;42,331427;-83,0457538;United States;Yes;L-M-0.2;Liberica;Medium;0,2;4,365;2,1825;0,56745;3,4047
GFI-83300-059;16/10/2021;6;40414-26467-VE;Annie Campsall;Houston;29,7604267;-95,3698028;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;1,8225
GFK-52063-244;29/06/2020;6;44981-99666-XB;Una Welberry;Upton;52,5907194;-0,3672758;United Kingdom;Yes;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;7,4178
GGD-38107-641;23/11/2021;4;99562-88650-YF;Leia Kernan;Champaign;40,1164204;-88,2433829;United States;No;L-M-1;Liberica;Medium;1;14,55;1,455;1,8915;7,566
GHR-72274-715;24/05/2021;1;86881-41559-OR;Othello Syseland;Santa Ana;33,7454725;-117,867653;United States;No;L-D-1;Liberica;Dark;1;12,95;1,295;1,6835;1,6835
GJC-66474-557;03/08/2021;1;64965-78386-MY;Nicolina Jenny;Whittier;33,9791793;-118,032844;United States;No;A-D-1;Arabika;Dark;1;9,95;0,995;0,8955;0,8955
GKQ-82603-910;19/01/2020;5;83737-56117-JE;Ameline Snazle;Montgomery;32,3792233;-86,3077368;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;3,585
GMF-18638-786;26/09/2021;6;60004-62976-NI;Gregorius Kislingbury;Washington;38,9071923;-77,0368707;United States;Yes;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;6,0606
GMM-72397-378;16/05/2022;4;45899-92796-EI;Kerr Patise;Boston;42,3600825;-71,0588801;United States;No;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,8604
GND-08192-056;01/05/2022;2;17088-16989-PL;Winne Roche;Seminole;287225829;-812353683;United States;Yes;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;2,0202
GNL-98714-885;07/03/2020;3;83731-53280-YC;Adele McFayden;Wirral;53,3727181;-3,073754;United Kingdom;Yes;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;1,791
GNO-91911-159;17/12/2020;3;96503-31833-CW;Skylar Jeyness;Dublin;53,3498053;-6,2603097;Ireland;No;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;3,0303
GNZ-46006-527;05/04/2022;3;95875-73336-RG;Patrice Trobe;Saint Louis;38,6270025;-90,1994042;United States;Yes;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;1,51515
GOI-41472-677;04/08/2021;4;16545-76328-JY;Darrin Tingly;Lexington;38,0405837;-84,5037164;United States;Yes;E-D-2.5;Excelca;Dark;2,5;27,945;1,1178;3,07395;12,2958
GOW-03198-575;13/03/2021;4;61513-27752-FA;Mahala Ludwell;Denver;39,7392358;-104,990251;United States;Yes;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;2,1492
GPH-40635-105;14/07/2020;1;37397-05992-VO;Hewet Synnot;Anchorage;61,2175758;-149,8996785;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;1,0125
GPR-19973-483;26/06/2019;5;92926-08470-YS;Betty Fominov;Pensacola;30,421309;-87,2169149;United States;No;R-D-0.5;Robusta;Dark;0,5;5,37;1,074;0,3222;1,611
GPT-67705-953;12/11/2019;5;70631-33225-MZ;Correy Bourner;Charlotte;35,2270869;-80,8431267;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;1,51875
GPU-65651-504;11/05/2022;2;83947-45528-ET;Leesa Flaonier;Staten Island;40,5795317;-74,1502007;United States;No;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;6,9575
GPU-79113-136;22/05/2019;3;73284-01385-SJ;Abigail Tolworthy;Ogden;41,223005;-111,9738304;United States;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,4833
GPW-43956-761;26/01/2019;6;09667-09231-YM;Bearnard Wardell;Brooklyn;40,6781784;-73,9441579;United States;Yes;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;5,8806
GPZ-36017-366;01/07/2019;5;65732-22589-OW;Kippie Marrison;Denver;39,7392358;-104,990251;United States;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;10,29825
GQA-37241-629;01/01/2020;2;08405-33165-BS;Fanchette Parlot;Columbus;39,9611755;-82,9987942;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;0,6075
GQR-12490-152;14/03/2019;1;22832-98538-RB;Sidney Gawen;Sterling;42,580312;-83,030203;United States;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,2151
GRB-68838-629;10/09/2021;4;15064-65241-HB;Gwenni Ratt;Castlemartyr;51,9119477;-8,0535486;Ireland;No;R-L-2.5;Robusta;Light;2,5;27,485;1,0994;1,6491;6,5964
GRH-45571-667;16/08/2019;3;32291-18308-YZ;Javier Kopke;Tacoma;47,2455013;-122,438329;United States;No;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;4,5375
GSJ-01065-125;31/03/2020;4;69779-40609-RS;Dael Camilletti;Roanoke;37,2709704;-79,9414266;United States;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;1,6038
GTS-22482-014;24/03/2022;4;36769-16558-SX;Lamond Gheeraert;Topeka;39,0473451;-95,6751576;United States;Yes;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;17,4018
GTT-73214-334;20/01/2019;6;98636-90072-YE;Nobe Buney;Richmond;37,5407246;-77,4360481;United States;No;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;6,993
GUG-45603-775;06/02/2022;5;40959-32642-DN;Rhodie Strathern;Little Rock;34,7444618;-92,2880157;United States;Yes;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,09075
GUU-40666-525;24/11/2021;3;68555-89840-GZ;Morgen Seson;Seattle;47,6061389;-122,3328481;United States;No;A-L-0.2;Arabika;Light;0,2;3,885;1,9425;0,34965;1,04895
GVG-59542-307;02/07/2019;2;26314-66792-VP;Bran Sterke;Fort Worth;32,7554883;-97,3307658;United States;Yes;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;3,025
GYA-80327-368;04/06/2021;4;06899-54551-EH;Chantal Mersh;Milltown;53,3493795;-6,2605593;Ireland;No;A-D-1;Arabika;Dark;1;9,95;0,995;0,8955;3,582
GZS-50547-887;05/02/2019;2;61600-55136-UM;Corinna Catcheside;Salt Lake City;40,7607793;-111,8910474;United States;Yes;E-D-1;Excelca;Dark;1;12,15;1,215;1,3365;2,673
HBH-64794-080;08/02/2021;3;40560-18556-YE;Chaddie Bennie;El Paso;31,7618778;-106,4850217;United States;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,4833
HBY-35655-049;04/05/2020;3;69207-93422-CQ;Isis Hessel;Fairbanks;64,8400511;-147,7199756;United States;Yes;E-D-2.5;Excelca;Dark;2,5;27,945;1,1178;3,07395;9,22185
HCA-87224-420;04/08/2022;5;62682-27930-PD;Tamarah Fero;Racine;42,7261309;-87,7828523;United States;Yes;E-M-0.5;Excelca;Medium;0,5;8,25;1,65;0,9075;4,5375
HCT-95608-959;25/04/2020;5;08523-01791-TI;Dorie de la Tremoille;Minneapolis;44,977753;-93,2650108;United States;No;R-M-2.5;Robusta;Medium;2,5;22,885;0,9154;1,3731;6,8655
